Value,Amount,AmountLoan,IsFinalPayBack,IsThirdPartyConfirmed,IsDefaulted,CustomerId_y,duree_pay,jour_diff,SubscriptionId_SubscriptionId_1,SubscriptionId_SubscriptionId_4,SubscriptionId_SubscriptionId_5,SubscriptionId_SubscriptionId_6,SubscriptionId_SubscriptionId_7,ProductId_ProductId_1,ProductId_ProductId_10,ProductId_ProductId_13,ProductId_ProductId_15,ProductId_ProductId_16,ProductId_ProductId_17,ProductId_ProductId_18,ProductId_ProductId_2,ProductId_ProductId_3,ProductId_ProductId_4,ProductId_ProductId_5,ProductId_ProductId_6,ProductId_ProductId_7,ProductId_ProductId_8,ProductId_ProductId_9,ProductCategory_airtime,ProductCategory_data_bundles,ProductCategory_financial_services,ProductCategory_movies,ProductCategory_retail,ProductCategory_tv,ProductCategory_utility_bill,InvestorId_InvestorId_1,InvestorId_InvestorId_2,InvestorId_InvestorId_3
5000.0,-5000.0,5275.0,1.0,0.0,0.0,42,4.0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
500.0,-500.0,633.0,1.0,1.0,0.0,42,45.0,-15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
500.0,-500.0,633.0,1.0,1.0,0.0,42,45.0,-15.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5000.0,-5000.0,6300.0,1.0,1.0,0.0,42,44.0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5000.0,-5000.0,6200.0,1.0,1.0,0.0,42,40.0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
10000.0,-10000.0,12400.0,1.0,1.0,0.0,42,40.0,-10.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5000.0,-5000.0,6150.0,1.0,1.0,0.0,42,38.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
10000.0,-10000.0,12050.0,1.0,1.0,0.0,42,34.0,-4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
500.0,-500.0,593.0,1.0,1.0,0.0,42,29.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5000.0,-5000.0,5900.0,1.0,1.0,0.0,42,28.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2000.0,-2000.0,2350.0,1.0,1.0,0.0,42,27.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3000.0,-3000.0,3510.0,1.0,1.0,0.0,42,26.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2000.0,-2000.0,2320.0,1.0,1.0,0.0,42,24.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1000.0,-1000.0,1145.0,1.0,1.0,0.0,42,21.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2000.0,-2000.0,2380.0,1.0,1.0,0.0,42,31.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
53500.0,-50000.0,67410.0,1.0,1.0,0.0,42,44.0,-14.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
53500.0,-50000.0,63933.0,1.0,1.0,0.0,42,31.0,-1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5000.0,-5000.0,5200.0,1.0,1.0,0.0,42,0.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5000.0,-5000.0,5475.0,1.0,1.0,0.0,42,12.0,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5000.0,-5000.0,5525.0,1.0,1.0,0.0,42,14.0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5000.0,-5000.0,5525.0,1.0,1.0,0.0,42,13.0,17.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5000.0,-5000.0,5325.0,1.0,1.0,0.0,42,6.0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5000.0,-5000.0,5300.0,1.0,1.0,0.0,42,4.0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
500.0,-500.0,520.0,1.0,1.0,0.0,42,0.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5000.0,-5000.0,5750.0,0.0,1.0,0.0,42,23.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5000.0,-5000.0,50.0,1.0,1.0,0.0,42,24.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2000.0,-2000.0,2300.0,1.0,1.0,0.0,42,22.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1000.0,-1000.0,1150.0,1.0,1.0,0.0,42,22.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1000.0,-1000.0,1150.0,1.0,1.0,0.0,42,22.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
33990.0,-33000.0,41209.0,1.0,1.0,0.0,42,21.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
500.0,-500.0,558.0,1.0,1.0,0.0,42,15.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
500.0,-500.0,558.0,1.0,1.0,0.0,42,15.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
500.0,-500.0,558.0,1.0,1.0,0.0,42,15.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
650.0,-650.0,676.0,1.0,1.0,0.0,42,0.0,30.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
750.0,-750.0,818.0,1.0,1.0,0.0,42,10.0,20.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1000.0,-1000.0,1070.0,1.0,1.0,0.0,42,6.0,24.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
43200.0,-40000.0,46224.0,1.0,1.0,0.0,42,6.0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
500.0,-500.0,543.0,1.0,0.0,0.0,5,0.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1000000.0,-1000000.0,89000.0,0.0,1.0,0.0,5,36.0,-6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1000000.0,-1000000.0,200000.0,0.0,1.0,0.0,5,36.0,-6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1000000.0,-1000000.0,120000.0,0.0,1.0,0.0,5,66.0,-36.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1000000.0,-1000000.0,1000000.0,1.0,0.0,0.0,5,113.0,-83.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1000.0,-1000.0,1085.0,1.0,0.0,0.0,14,0.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
500.0,-500.0,543.0,1.0,0.0,0.0,14,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
500.0,-500.0,543.0,1.0,0.0,0.0,14,0.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
500.0,-500.0,520.0,1.0,1.0,0.0,14,0.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1500.0,-1500.0,1575.0,1.0,1.0,0.0,14,3.0,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2000.0,-2000.0,2090.0,1.0,1.0,0.0,14,2.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
11000.0,-11000.0,5000.0,0.0,1.0,0.0,14,52.0,-22.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11000.0,-11000.0,5000.0,0.0,1.0,0.0,14,52.0,-22.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11000.0,-11000.0,5015.0,1.0,1.0,0.0,14,66.0,-36.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10000.0,-10000.0,600.0,0.0,1.0,0.0,14,5.0,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
10000.0,-10000.0,12950.0,1.0,1.0,0.0,14,63.0,-33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1000.0,-1000.0,500.0,0.0,1.0,0.0,14,0.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1000.0,-1000.0,830.0,1.0,1.0,0.0,14,58.0,-28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
100.0,-100.0,100.0,1.0,1.0,0.0,14,0.0,30.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
500.0,-500.0,520.0,1.0,0.0,0.0,3,0.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
10000.0,-10000.0,10000.0,1.0,0.0,1.0,3,202.0,-172.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5000.0,-5000.0,500.0,0.0,1.0,1.0,3,256.0,-226.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31766.0,-30840.0,30840.0,1.0,1.0,0.0,1,182.0,-152.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1500.0,-1500.0,1568.0,1.0,1.0,0.0,8,1.0,29.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1500.0,-1500.0,1598.0,1.0,1.0,0.0,8,6.0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1500.0,-1500.0,2346.0,0.0,1.0,0.0,8,109.0,-79.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1500.0,-1500.0,2228.0,1.0,1.0,0.0,8,200.0,-170.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1500.0,-1500.0,2228.0,1.0,1.0,0.0,8,195.0,-165.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1000.0,-1000.0,1000.0,0.0,1.0,0.0,8,191.0,-161.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1000.0,-1000.0,485.0,1.0,1.0,0.0,8,191.0,-161.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1500.0,-1500.0,2228.0,1.0,1.0,0.0,8,186.0,-156.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53500.0,-50000.0,63398.0,0.0,1.0,0.0,19,35.0,-5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
53500.0,-50000.0,2942.0,1.0,1.0,0.0,19,40.0,-10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5000.0,-5000.0,5725.0,1.0,1.0,0.0,19,21.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28840.0,-28000.0,35004.0,0.0,1.0,0.0,19,25.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
28840.0,-28000.0,1696.0,1.0,1.0,0.0,19,31.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2000.0,-2000.0,2180.0,1.0,1.0,0.0,19,10.0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
5000.0,-5000.0,5300.0,1.0,1.0,0.0,19,4.0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2000.0,-2000.0,2420.0,1.0,1.0,0.0,19,35.0,-5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2000.0,-2000.0,2180.0,1.0,1.0,0.0,19,10.0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1000.0,-1000.0,1130.0,1.0,1.0,0.0,19,19.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2000.0,-2000.0,2240.0,1.0,1.0,0.0,19,16.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2000.0,-2000.0,2230.0,1.0,1.0,0.0,19,15.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2000.0,-2000.0,2120.0,1.0,1.0,0.0,19,4.0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
26000.0,-26000.0,30940.0,1.0,1.0,0.0,19,31.0,-1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5750.0,-5000.0,6699.0,1.0,1.0,0.0,19,26.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28840.0,-28000.0,5000.0,0.0,1.0,0.0,19,74.0,-44.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
28840.0,-28000.0,40644.0,1.0,1.0,0.0,19,88.0,-58.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
11200.0,-10000.0,11928.0,1.0,1.0,0.0,19,6.0,24.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
11200.0,-10000.0,11984.0,1.0,1.0,0.0,19,6.0,24.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1000.0,-1000.0,1040.0,1.0,1.0,0.0,4,0.0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11200.0,-10000.0,11760.0,0.0,1.0,0.0,4,5.0,25.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11200.0,-10000.0,168.0,1.0,1.0,0.0,4,5.0,25.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2145.0,-1500.0,2521.0,1.0,1.0,0.0,4,28.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3000.0,-3000.0,3270.0,1.0,1.0,0.0,5,10.0,20.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21800.0,-20000.0,22000.0,0.0,1.0,0.0,5,29.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
21800.0,-20000.0,3833.0,1.0,1.0,0.0,5,30.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1700.0,-1700.0,2006.0,1.0,1.0,0.0,5,29.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1000.0,-1000.0,1095.0,1.0,1.0,0.0,5,11.0,19.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
20000.0,-20000.0,20900.0,1.0,1.0,0.0,8,2.0,28.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
24660.0,-22000.0,28606.0,1.0,1.0,0.0,8,25.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
14590.0,-13000.0,17508.0,1.0,1.0,0.0,8,32.0,-2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12000.0,-12000.0,14400.0,1.0,1.0,0.0,8,32.0,-2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11200.0,-10000.0,12544.0,1.0,1.0,0.0,8,17.0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
900.0,-900.0,1008.0,1.0,1.0,0.0,8,16.0,14.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11200.0,-10000.0,14392.0,1.0,1.0,0.0,8,50.0,-20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3690.0,-3000.0,5037.0,1.0,1.0,0.0,8,66.0,-36.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
500.0,-500.0,533.0,1.0,1.0,0.0,14,6.0,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1000.0,-1000.0,1040.0,1.0,1.0,0.0,14,1.0,29.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1000.0,-1000.0,500.0,0.0,1.0,0.0,14,0.0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1000.0,-1000.0,555.0,1.0,1.0,0.0,14,3.0,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1000.0,-1000.0,1060.0,1.0,1.0,0.0,14,5.0,25.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2000.0,-2000.0,2090.0,0.0,1.0,0.0,14,2.0,28.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2000.0,-2000.0,60.0,1.0,1.0,0.0,14,7.0,23.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
